year,source_country,destination_country,dst_distance,dst_students_count,dst_average_wage,dst_rate_of_one_usd,dst_cpi,dst_qoe_top20,dst_qoe_top100,dst_qoe_top200,dst_qoe_top500,src_population,src_qoe_top20,src_qoe_top100,src_qoe_top200,src_qoe_top500,src_gni,src_gdp,src_rate_of_one_usd,src_tertiary_enrolment
2003,India,New Zealand,11963,1205,34211.0,1.722099146,82.55817431,0,0,0,5,1111523144,0,0,0,4,520.0,608000000000.0,46.58328417,10.67794037
2002,India,New Zealand,11963,952,33005.0,2.162190833,81.13540459,0,0,0,5,1093317189,0,0,0,4,460.0,515000000000.0,48.61031917,10.22601032
2001,India,New Zealand,11963,355,32391.0,2.378750833,79.01996692,0,0,0,5,1075000085,0,0,0,4,450.0,485000000000.0,47.18641417,9.740539551
2000,India,New Zealand,11963,201,31806.0,2.201149167,76.99813727,0,0,0,5,1056575549,0,0,0,3,440.0,468000000000.0,44.941605,9.55202961
1999,India,New Zealand,11963,73,32192.0,1.889613899,75.03577581,0,0,0,5,1038058156,0,0,0,3,440.0,459000000000.0,43.05542833,7.329977
1998,India,New Zealand,11963,47,31643.0,1.868249167,75.12161512,0,0,0,5,1019483581,0,0,0,3,410.0,421000000000.0,41.259365,6.229456
2006,India,New Zealand,11963,2007,36253.0,1.542055757,89.94205743,0,0,0,5,1165486291,0,0,0,2,790.0,940000000000.0,45.30700833,11.54214001
2016,India,United States of America,13568,135732,62153.0,1.0,110.0670089,15,50,71,137,1324509589,0,0,0,1,1690.0,2290000000000.0,67.19531281,26.92859077
2015,India,United States of America,13568,112713,62106.0,1.0,108.695722,16,51,78,146,1310152403,0,0,0,1,1600.0,2100000000000.0,64.15194446,26.87558937
2010,India,United States of America,13568,103968,59477.0,1.0,100.0,17,54,89,154,1234281170,0,0,0,2,1220.0,1680000000000.0,45.72581212,17.91488075
2011,India,United States of America,13568,101908,59562.0,1.0,103.1568416,17,53,89,151,1250288729,0,0,0,1,1360.0,1820000000000.0,46.67046667,22.86528015
2009,India,United States of America,13568,101563,58873.0,1.0,98.38641997,17,55,90,152,1217726215,0,0,0,2,1120.0,1340000000000.0,48.40526667,16.10565948
2014,India,United States of America,13568,97613,60618.0,1.0,108.5669321,16,52,77,146,1295604184,0,0,0,1,1560.0,2040000000000.0,61.02951446,25.5373497
2012,India,United States of America,13568,97120,60047.0,1.0,105.2915045,17,53,85,150,1265782790,0,0,0,1,1480.0,1830000000000.0,53.43723333,24.37171936
2008,India,United States of America,13568,94664,58401.0,1.0,98.73747739,17,54,90,159,1200669765,0,0,0,2,1000.0,1200000000000.0,43.50518333,15.11898994
2013,India,United States of America,13568,92596,59766.0,1.0,106.8338489,17,52,85,149,1280846129,0,0,0,1,1520.0,1860000000000.0,58.59784542,23.89487076
2007,India,United States of America,13568,85687,58597.0,1.0,95.08699238,17,54,88,166,1183209472,0,0,0,2,910.0,1220000000000.0,41.34853333,13.19023991
2005,India,United States of America,13568,84044,56557.0,1.0,89.56053237,17,53,90,168,1147609927,0,0,0,3,710.0,820000000000.0,44.099975,10.73248005
2004,India,United States of America,13568,79736,56490.0,1.0,86.62167812,17,51,90,170,1129623456,0,0,0,3,610.0,709000000000.0,45.31646667,10.98760033
2006,India,United States of America,13568,79219,57454.0,1.0,92.44970508,17,54,87,167,1165486291,0,0,0,2,790.0,940000000000.0,45.30700833,11.54214001
2003,India,United States of America,13568,74603,55460.0,1.0,84.36307882,17,55,96,172,1111523144,0,0,0,4,520.0,608000000000.0,46.58328417,10.67794037
2002,India,United States of America,13568,66836,54788.0,1.0,82.49046688,18,56,97,175,1093317189,0,0,0,4,460.0,515000000000.0,48.61031917,10.22601032
2001,India,United States of America,13568,47411,54360.0,1.0,81.20256846,18,56,99,177,1075000085,0,0,0,4,450.0,485000000000.0,47.18641417,9.740539551
2000,India,United States of America,13568,39084,53904.0,1.0,78.97072076,18,56,100,179,1056575549,0,0,0,3,440.0,468000000000.0,44.941605,9.55202961
1999,India,United States of America,13568,34504,53649.0,1.0,76.39110227,18,57,102,182,1038058156,0,0,0,3,440.0,459000000000.0,43.05542833,7.329977
1998,India,United States of America,13568,31000,53148.0,1.0,74.75543306,18,57,103,185,1019483581,0,0,0,3,410.0,421000000000.0,41.259365,6.229456
2017,Malaysia,Australia,4743,15113,53507.0,1.304758077,115.6867846,0,6,10,23,31105028,0,0,0,2,9810.0,315000000000.0,4.300440878,41.9299202
2016,Malaysia,Australia,4743,15319,53972.0,1.345213976,113.4755463,0,6,8,23,30684804,0,0,0,3,10030.0,297000000000.0,4.148300663,44.11669159
2015,Malaysia,Australia,4743,14967,53946.0,1.331090262,112.0447451,0,4,8,20,30270962,0,0,0,2,10610.0,297000000000.0,3.905500263,42.37377167
2014,Malaysia,Australia,4743,15357,54392.0,1.109363293,110.3798127,0,4,8,19,29866559,0,0,0,2,11140.0,338000000000.0,3.272859746,36.8667717
2013,Malaysia,Australia,4743,15546,53977.0,1.035843097,107.7003122,0,5,7,19,29468872,0,0,0,1,10840.0,323000000000.0,3.15090855,36.97964859
2012,Malaysia,Australia,4743,17001,54226.0,0.965801031,105.1248699,0,5,7,19,29068159,0,0,0,1,10180.0,314000000000.0,3.088800867,36.32756042
2011,Malaysia,Australia,4743,18312,53906.0,0.969463201,103.3038502,0,4,7,19,28650955,0,0,0,1,9050.0,298000000000.0,3.060003011,35.7051506
2010,Malaysia,Australia,4743,19578,52253.0,1.090159486,100.0,0,3,7,17,28208035,0,0,0,1,8260.0,255000000000.0,3.221086915,37.31967926
2009,Malaysia,Australia,4743,19970,50511.0,1.28218881,97.16441207,0,3,6,17,27735040,0,0,0,1,7600.0,202000000000.0,3.524502911,35.79298019
2008,Malaysia,Australia,4743,18576,50973.0,1.192178333,95.47346514,0,3,6,15,27236006,0,0,0,0,7510.0,231000000000.0,3.335833333,33.69655991
2007,Malaysia,Australia,4743,17691,50565.0,1.1950725,91.49323621,0,2,7,17,26720370,0,0,0,0,6630.0,194000000000.0,3.437569382,30.1826992
2006,Malaysia,Australia,4743,15358,49208.0,1.327973441,89.41207076,0,2,6,16,26201961,0,0,0,0,5840.0,163000000000.0,3.668176958,28.51358032
2005,Malaysia,Australia,4743,15552,48891.0,1.309473333,86.34235172,0,2,6,14,25690611,0,0,0,0,5270.0,144000000000.0,3.787091667,27.96216011
2004,Malaysia,Australia,4743,16094,48267.0,1.3597525,84.07908429,0,2,6,14,25190652,0,0,0,0,4740.0,125000000000.0,3.8,30.0687294
2003,Malaysia,Australia,4743,19431,46811.0,1.541914167,82.15400624,0,1,5,13,24698819,0,0,0,0,4160.0,110000000000.0,3.8,30.63686943
2002,Malaysia,Australia,4743,17574,46270.0,1.8405625,79.96878252,0,1,5,12,24208391,0,0,0,0,3790.0,101000000000.0,3.8,27.47040939
2000,Malaysia,Australia,4743,12869,45459.0,1.724826667,74.37565036,0,0,5,11,23194257,0,0,0,0,3460.0,93789736842.0,3.8,25.63142967
1999,Malaysia,Australia,4743,16482,45564.0,1.54995,71.20187305,0,0,4,11,22661298,0,0,0,0,3380.0,79148947368.0,3.8,22.62635994
1998,Malaysia,Australia,4743,16118,45034.0,1.591828333,70.16129032,0,0,4,10,22114654,0,0,0,0,3640.0,72167753771.0,3.924375,21.65023041
2001,Malaysia,Australia,4743,15200,45953.0,1.9334425,77.65348595,0,1,5,12,23709119,0,0,0,0,3550.0,92783947368.0,3.8,25.02013016
2013,Malaysia,Canada,12819,1224,48192.0,1.030137364,105.4522038,0,4,7,23,29468872,0,0,0,1,10840.0,323000000000.0,3.15090855,36.97964859
2014,Malaysia,Canada,12819,1158,48718.0,1.104747132,107.4627934,0,4,7,21,29866559,0,0,0,2,11140.0,338000000000.0,3.272859746,36.8667717
2015,Malaysia,Canada,12819,1119,48979.0,1.278786204,108.6720092,0,4,6,20,30270962,0,0,0,2,10610.0,297000000000.0,3.905500263,42.37377167
2016,Malaysia,Canada,12819,1005,47793.0,1.325615164,110.2246709,0,4,6,19,30684804,0,0,0,3,10030.0,297000000000.0,4.148300663,44.11669159
2010,Malaysia,Canada,12819,975,45503.0,1.030112735,100.0,0,4,8,23,28208035,0,0,0,1,8260.0,255000000000.0,3.221086915,37.31967926
2011,Malaysia,Canada,12819,927,46203.0,0.989258159,102.9121351,0,4,8,22,28650955,0,0,0,1,9050.0,298000000000.0,3.060003011,35.7051506
2009,Malaysia,Canada,12819,813,45309.0,1.141535406,98.25414997,0,4,6,22,27735040,0,0,0,1,7600.0,202000000000.0,3.524502911,35.79298019
1998,Malaysia,Canada,12819,807,37289.0,1.483505302,78.36290784,0,4,8,25,22114654,0,0,0,0,3640.0,72167753771.0,3.924375,21.65023041
1999,Malaysia,Canada,12819,762,37939.0,1.485704819,79.72238122,0,4,8,25,22661298,0,0,0,0,3380.0,79148947368.0,3.8,22.62635994
2000,Malaysia,Canada,12819,684,39380.0,1.485394095,81.89038351,0,4,8,25,23194257,0,0,0,0,3460.0,93789736842.0,3.8,25.63142967
2008,Malaysia,Canada,12819,652,44810.0,1.067086918,97.96078993,0,4,6,21,27236006,0,0,0,0,7510.0,231000000000.0,3.335833333,33.69655991
2003,Malaysia,Canada,12819,624,38802.0,1.401014548,88.22266743,0,4,8,24,24698819,0,0,0,0,4160.0,110000000000.0,3.8,30.63686943
2001,Malaysia,Canada,12819,594,39218.0,1.548839955,83.95821408,0,4,8,24,23709119,0,0,0,0,3550.0,92783947368.0,3.8,25.02013016
2004,Malaysia,Canada,12819,594,39848.0,1.301281595,89.86119061,0,4,9,23,25190652,0,0,0,0,4740.0,125000000000.0,3.8,30.0687294
2005,Malaysia,Canada,12819,564,41566.0,1.211405134,91.85031483,0,4,8,23,25690611,0,0,0,0,5270.0,144000000000.0,3.787091667,27.96216011
2002,Malaysia,Canada,12819,555,38800.0,1.570342834,85.85432169,0,4,8,24,24208391,0,0,0,0,3790.0,101000000000.0,3.8,27.47040939
2007,Malaysia,Canada,12819,549,43969.0,1.074045622,95.69261591,0,4,7,22,26720370,0,0,0,0,6630.0,194000000000.0,3.437569382,30.1826992
2012,Malaysia,Canada,12819,435,47276.0,0.999364744,104.4719519,0,4,7,22,29068159,0,0,0,1,10180.0,314000000000.0,3.088800867,36.32756042
2006,Malaysia,Canada,12819,330,42908.0,1.134344726,93.68918145,0,4,8,22,26201961,0,0,0,0,5840.0,163000000000.0,3.668176958,28.51358032
2016,Malaysia,United Kingdom,10576,17360,44466.0,0.740634464,112.0769373,3,8,21,37,30684804,0,0,0,3,10030.0,297000000000.0,4.148300663,44.11669159
1998,Malaysia,United Kingdom,10576,17197,41623.0,0.603823594,79.12890697,2,12,20,44,22114654,0,0,0,0,3640.0,72167753771.0,3.924375,21.65023041
2015,Malaysia,United Kingdom,10576,17011,44126.0,0.654545479,110.9580174,3,9,21,37,30270962,0,0,0,2,10610.0,297000000000.0,3.905500263,42.37377167
2014,Malaysia,United Kingdom,10576,15583,43782.0,0.607729627,110.5511374,3,8,20,38,29866559,0,0,0,2,11140.0,338000000000.0,3.272859746,36.8667717
2013,Malaysia,United Kingdom,10576,13322,44141.0,0.639660578,108.9698539,2,9,19,37,29468872,0,0,0,1,10840.0,323000000000.0,3.15090855,36.97964859
1999,Malaysia,United Kingdom,10576,12924,41818.0,0.618056845,80.51599778,1,13,20,44,22661298,0,0,0,0,3380.0,79148947368.0,3.8,22.62635994
2012,Malaysia,United Kingdom,10576,12822,44007.0,0.633046989,106.5285741,2,9,19,38,29068159,0,0,0,1,10180.0,314000000000.0,3.088800867,36.32756042
2009,Malaysia,United Kingdom,10576,12697,45455.0,0.641919263,97.56796745,2,11,23,40,27735040,0,0,0,1,7600.0,202000000000.0,3.524502911,35.79298019
2010,Malaysia,United Kingdom,10576,12453,45527.0,0.647179346,100.0,2,11,19,38,28208035,0,0,0,1,8260.0,255000000000.0,3.221086915,37.31967926
2011,Malaysia,United Kingdom,10576,12175,44376.0,0.624140836,103.8561124,3,10,19,37,28650955,0,0,0,1,9050.0,298000000000.0,3.060003011,35.7051506
2007,Malaysia,United Kingdom,10576,11811,45882.0,0.499771667,92.43573146,2,11,23,42,26720370,0,0,0,0,6630.0,194000000000.0,3.437569382,30.1826992
2004,Malaysia,United Kingdom,10576,11806,43663.0,0.54618,86.31403736,2,11,18,42,25190652,0,0,0,0,4740.0,125000000000.0,3.8,30.0687294
2008,Malaysia,United Kingdom,10576,11727,44679.0,0.54396625,95.69077122,2,11,22,42,27236006,0,0,0,0,7510.0,231000000000.0,3.335833333,33.69655991
2005,Malaysia,United Kingdom,10576,11474,43597.0,0.549998333,88.11725541,2,11,19,40,25690611,0,0,0,0,5270.0,144000000000.0,3.787091667,27.96216011
2006,Malaysia,United Kingdom,10576,11448,44590.0,0.543486667,90.28111707,2,11,22,43,26201961,0,0,0,0,5840.0,163000000000.0,3.668176958,28.51358032
2000,Malaysia,United Kingdom,10576,10351,38908.0,0.660930833,81.4684668,1,13,20,43,23194257,0,0,0,0,3460.0,93789736842.0,3.8,25.63142967
2003,Malaysia,United Kingdom,10576,9715,42652.0,0.6124725,85.13038654,1,14,20,42,24698819,0,0,0,0,4160.0,110000000000.0,3.8,30.63686943
2001,Malaysia,United Kingdom,10576,9193,40840.0,0.694655,82.71684853,1,13,20,43,23709119,0,0,0,0,3550.0,92783947368.0,3.8,25.02013016
2002,Malaysia,United Kingdom,10576,9011,41517.0,0.667223333,83.97447753,1,13,20,42,24208391,0,0,0,0,3790.0,101000000000.0,3.8,27.47040939
2017,Malaysia,New Zealand,8891,1730,41954.0,1.407408333,110.6515787,0,0,0,4,31105028,0,0,0,2,9810.0,315000000000.0,4.300440878,41.9299202
2016,Malaysia,New Zealand,8891,1640,41765.0,1.436525,108.640867,0,0,1,4,30684804,0,0,0,3,10030.0,297000000000.0,4.148300663,44.11669159
2015,Malaysia,New Zealand,8891,1479,40256.0,1.433975,107.9432939,0,0,0,2,30270962,0,0,0,2,10610.0,297000000000.0,3.905500263,42.37377167
2014,Malaysia,New Zealand,8891,1508,39419.0,1.205433333,107.628261,0,0,0,4,29866559,0,0,0,2,11140.0,338000000000.0,3.272859746,36.8667717
2013,Malaysia,New Zealand,8891,1654,39111.0,1.219407974,106.3231365,0,0,0,5,29468872,0,0,0,1,10840.0,323000000000.0,3.15090855,36.97964859
2012,Malaysia,New Zealand,8891,1945,39622.0,1.234283655,105.1305122,0,0,1,5,29068159,0,0,0,1,10180.0,314000000000.0,3.088800867,36.32756042
2011,Malaysia,New Zealand,8891,2172,38804.0,1.265810697,104.0279067,0,0,0,5,28650955,0,0,0,1,9050.0,298000000000.0,3.060003011,35.7051506
2010,Malaysia,New Zealand,8891,2143,38803.0,1.387833828,100.0,0,0,0,5,28208035,0,0,0,1,8260.0,255000000000.0,3.221086915,37.31967926
2009,Malaysia,New Zealand,8891,2038,38433.0,1.600877295,97.74977682,0,0,0,5,27735040,0,0,0,1,7600.0,202000000000.0,3.524502911,35.79298019
2008,Malaysia,New Zealand,8891,1942,37965.0,1.42272681,95.72457871,0,0,0,5,27236006,0,0,0,0,7510.0,231000000000.0,3.335833333,33.69655991
2007,Malaysia,New Zealand,8891,1727,38388.0,1.360675229,92.07920942,0,0,0,5,26720370,0,0,0,0,6630.0,194000000000.0,3.437569382,30.1826992
2005,Malaysia,New Zealand,8891,1190,36022.0,1.420273457,87.01369677,0,0,0,5,25690611,0,0,0,0,5270.0,144000000000.0,3.787091667,27.96216011
2004,Malaysia,New Zealand,8891,1062,35420.0,1.508681271,84.44896209,0,0,0,3,25190652,0,0,0,0,4740.0,125000000000.0,3.8,30.0687294
2003,Malaysia,New Zealand,8891,831,34211.0,1.722099146,82.55817431,0,0,0,5,24698819,0,0,0,0,4160.0,110000000000.0,3.8,30.63686943
2002,Malaysia,New Zealand,8891,893,33005.0,2.162190833,81.13540459,0,0,0,5,24208391,0,0,0,0,3790.0,101000000000.0,3.8,27.47040939
2001,Malaysia,New Zealand,8891,1060,32391.0,2.378750833,79.01996692,0,0,0,5,23709119,0,0,0,0,3550.0,92783947368.0,3.8,25.02013016
2000,Malaysia,New Zealand,8891,1178,31806.0,2.201149167,76.99813727,0,0,0,5,23194257,0,0,0,0,3460.0,93789736842.0,3.8,25.63142967
1999,Malaysia,New Zealand,8891,1489,32192.0,1.889613899,75.03577581,0,0,0,5,22661298,0,0,0,0,3380.0,79148947368.0,3.8,22.62635994
1998,Malaysia,New Zealand,8891,1892,31643.0,1.868249167,75.12161512,0,0,0,5,22114654,0,0,0,0,3640.0,72167753771.0,3.924375,21.65023041
2006,Malaysia,New Zealand,8891,1460,36253.0,1.542055757,89.94205743,0,0,0,5,26201961,0,0,0,0,5840.0,163000000000.0,3.668176958,28.51358032
2016,Malaysia,United States of America,15061,8446,62153.0,1.0,110.0670089,15,50,71,137,30684804,0,0,0,3,10030.0,297000000000.0,4.148300663,44.11669159
2015,Malaysia,United States of America,15061,7857,62106.0,1.0,108.695722,16,51,78,146,30270962,0,0,0,2,10610.0,297000000000.0,3.905500263,42.37377167
2014,Malaysia,United States of America,15061,6486,60618.0,1.0,108.5669321,16,52,77,146,29866559,0,0,0,2,11140.0,338000000000.0,3.272859746,36.8667717
2013,Malaysia,United States of America,15061,6499,59766.0,1.0,106.8338489,17,52,85,149,29468872,0,0,0,1,10840.0,323000000000.0,3.15090855,36.97964859
2012,Malaysia,United States of America,15061,6531,60047.0,1.0,105.2915045,17,53,85,150,29068159,0,0,0,1,10180.0,314000000000.0,3.088800867,36.32756042
2011,Malaysia,United States of America,15061,6606,59562.0,1.0,103.1568416,17,53,89,151,28650955,0,0,0,1,9050.0,298000000000.0,3.060003011,35.7051506
2010,Malaysia,United States of America,15061,6135,59477.0,1.0,100.0,17,54,89,154,28208035,0,0,0,1,8260.0,255000000000.0,3.221086915,37.31967926
2009,Malaysia,United States of America,15061,5844,58873.0,1.0,98.38641997,17,55,90,152,27735040,0,0,0,1,7600.0,202000000000.0,3.524502911,35.79298019
2008,Malaysia,United States of America,15061,5434,58401.0,1.0,98.73747739,17,54,90,159,27236006,0,0,0,0,7510.0,231000000000.0,3.335833333,33.69655991
2007,Malaysia,United States of America,15061,5398,58597.0,1.0,95.08699238,17,54,88,166,26720370,0,0,0,0,6630.0,194000000000.0,3.437569382,30.1826992
2006,Malaysia,United States of America,15061,5711,57454.0,1.0,92.44970508,17,54,87,167,26201961,0,0,0,0,5840.0,163000000000.0,3.668176958,28.51358032
2005,Malaysia,United States of America,15061,6415,56557.0,1.0,89.56053237,17,53,90,168,25690611,0,0,0,0,5270.0,144000000000.0,3.787091667,27.96216011
2004,Malaysia,United States of America,15061,6483,56490.0,1.0,86.62167812,17,51,90,170,25190652,0,0,0,0,4740.0,125000000000.0,3.8,30.0687294
2003,Malaysia,United States of America,15061,6595,55460.0,1.0,84.36307882,17,55,96,172,24698819,0,0,0,0,4160.0,110000000000.0,3.8,30.63686943
2002,Malaysia,United States of America,15061,7395,54788.0,1.0,82.49046688,18,56,97,175,24208391,0,0,0,0,3790.0,101000000000.0,3.8,27.47040939
2001,Malaysia,United States of America,15061,6760,54360.0,1.0,81.20256846,18,56,99,177,23709119,0,0,0,0,3550.0,92783947368.0,3.8,25.02013016
2000,Malaysia,United States of America,15061,8377,53904.0,1.0,78.97072076,18,56,100,179,23194257,0,0,0,0,3460.0,93789736842.0,3.8,25.63142967
1999,Malaysia,United States of America,15061,10639,53649.0,1.0,76.39110227,18,57,102,182,22661298,0,0,0,0,3380.0,79148947368.0,3.8,22.62635994
1998,Malaysia,United States of America,15061,11000,53148.0,1.0,74.75543306,18,57,103,185,22114654,0,0,0,0,3640.0,72167753771.0,3.924375,21.65023041
2017,Indonesia,Australia,3455,11040,53507.0,1.304758077,115.6867846,0,6,10,23,264645886,0,0,0,0,3530.0,1020000000000.0,13380.83388,36.27719116
2016,Indonesia,Australia,3455,10676,53972.0,1.345213976,113.4755463,0,6,8,23,261554226,0,0,0,0,3400.0,932000000000.0,13308.3268,30.25484
2015,Indonesia,Australia,3455,10168,53946.0,1.331090262,112.0447451,0,4,8,20,258383256,0,0,0,0,3430.0,861000000000.0,13389.41294,29.27643
2014,Indonesia,Australia,3455,9499,54392.0,1.109363293,110.3798127,0,4,8,19,255129004,0,0,0,0,3620.0,891000000000.0,11865.2113,29.56034088
2013,Indonesia,Australia,3455,9453,53977.0,1.035843097,107.7003122,0,5,7,19,251806402,0,0,0,0,3730.0,913000000000.0,10461.24,29.46726036
2012,Indonesia,Australia,3455,9431,54226.0,0.965801031,105.1248699,0,5,7,19,248452413,0,0,0,0,3580.0,918000000000.0,9386.629167,28.69833946
2011,Indonesia,Australia,3455,9702,53906.0,0.969463201,103.3038502,0,4,7,19,245116206,0,0,0,0,3010.0,893000000000.0,8770.433333,24.77696991
2010,Indonesia,Australia,3455,10135,52253.0,1.090159486,100.0,0,3,7,17,241834215,0,0,0,0,2530.0,755000000000.0,9090.433333,23.03973961
2009,Indonesia,Australia,3455,10205,50511.0,1.28218881,97.16441207,0,3,6,17,238620563,0,0,0,0,2150.0,540000000000.0,10389.9375,22.37511063
2008,Indonesia,Australia,3455,10242,50973.0,1.192178333,95.47346514,0,3,6,15,235469762,0,0,0,0,1940.0,510000000000.0,9698.9625,20.42921066
2007,Indonesia,Australia,3455,10536,50565.0,1.1950725,91.49323621,0,2,7,17,232374245,0,0,0,0,1600.0,432000000000.0,9141.0,17.76985931
2006,Indonesia,Australia,3455,9054,49208.0,1.327973441,89.41207076,0,2,6,16,229318262,0,0,0,0,1380.0,365000000000.0,9159.316667,17.31292915
2005,Indonesia,Australia,3455,9293,48891.0,1.309473333,86.34235172,0,2,6,14,226289470,0,0,0,0,1220.0,286000000000.0,9704.741667,17.25584984
2004,Indonesia,Australia,3455,10184,48267.0,1.3597525,84.07908429,0,2,6,14,223285676,0,0,0,0,1080.0,257000000000.0,8938.85,16.6164608
2003,Indonesia,Australia,3455,13260,46811.0,1.541914167,82.15400624,0,1,5,13,220309469,0,0,0,0,900.0,235000000000.0,8577.133333,16.02532959
2002,Indonesia,Australia,3455,13658,46270.0,1.8405625,79.96878252,0,1,5,12,217357793,0,0,0,0,790.0,196000000000.0,9311.191667,14.80883026
2000,Indonesia,Australia,3455,9934,45459.0,1.724826667,74.37565036,0,0,5,11,211513823,0,0,0,0,580.0,165000000000.0,8421.775,14.87963009
1999,Indonesia,Australia,3455,8976,45564.0,1.54995,71.20187305,0,0,4,11,208615169,0,0,0,0,570.0,140000000000.0,7855.15,14.74952984
1998,Indonesia,Australia,3455,7721,45034.0,1.591828333,70.16129032,0,0,4,10,205724592,0,0,0,0,660.0,95445547873.0,10013.6225,13.3598299
2001,Indonesia,Australia,3455,11790,45953.0,1.9334425,77.65348595,0,1,5,12,214427417,0,0,0,0,720.0,160000000000.0,10260.85,14.18719959
2016,Indonesia,Canada,12878,852,47793.0,1.325615164,110.2246709,0,4,6,19,261554226,0,0,0,0,3400.0,932000000000.0,13308.3268,30.25484
2015,Indonesia,Canada,12878,804,48979.0,1.278786204,108.6720092,0,4,6,20,258383256,0,0,0,0,3430.0,861000000000.0,13389.41294,29.27643
2009,Indonesia,Canada,12878,777,45309.0,1.141535406,98.25414997,0,4,6,22,238620563,0,0,0,0,2150.0,540000000000.0,10389.9375,22.37511063
2007,Indonesia,Canada,12878,768,43969.0,1.074045622,95.69261591,0,4,7,22,232374245,0,0,0,0,1600.0,432000000000.0,9141.0,17.76985931
2014,Indonesia,Canada,12878,753,48718.0,1.104747132,107.4627934,0,4,7,21,255129004,0,0,0,0,3620.0,891000000000.0,11865.2113,29.56034088
2008,Indonesia,Canada,12878,733,44810.0,1.067086918,97.96078993,0,4,6,21,235469762,0,0,0,0,1940.0,510000000000.0,9698.9625,20.42921066
2005,Indonesia,Canada,12878,714,41566.0,1.211405134,91.85031483,0,4,8,23,226289470,0,0,0,0,1220.0,286000000000.0,9704.741667,17.25584984
2013,Indonesia,Canada,12878,684,48192.0,1.030137364,105.4522038,0,4,7,23,251806402,0,0,0,0,3730.0,913000000000.0,10461.24,29.46726036
2010,Indonesia,Canada,12878,678,45503.0,1.030112735,100.0,0,4,8,23,241834215,0,0,0,0,2530.0,755000000000.0,9090.433333,23.03973961
2004,Indonesia,Canada,12878,657,39848.0,1.301281595,89.86119061,0,4,9,23,223285676,0,0,0,0,1080.0,257000000000.0,8938.85,16.6164608
2011,Indonesia,Canada,12878,612,46203.0,0.989258159,102.9121351,0,4,8,22,245116206,0,0,0,0,3010.0,893000000000.0,8770.433333,24.77696991
2012,Indonesia,Canada,12878,591,47276.0,0.999364744,104.4719519,0,4,7,22,248452413,0,0,0,0,3580.0,918000000000.0,9386.629167,28.69833946
2003,Indonesia,Canada,12878,567,38802.0,1.401014548,88.22266743,0,4,8,24,220309469,0,0,0,0,900.0,235000000000.0,8577.133333,16.02532959
2002,Indonesia,Canada,12878,489,38800.0,1.570342834,85.85432169,0,4,8,24,217357793,0,0,0,0,790.0,196000000000.0,9311.191667,14.80883026
2001,Indonesia,Canada,12878,444,39218.0,1.548839955,83.95821408,0,4,8,24,214427417,0,0,0,0,720.0,160000000000.0,10260.85,14.18719959
1998,Indonesia,Canada,12878,384,37289.0,1.483505302,78.36290784,0,4,8,25,205724592,0,0,0,0,660.0,95445547873.0,10013.6225,13.3598299
1999,Indonesia,Canada,12878,375,37939.0,1.485704819,79.72238122,0,4,8,25,208615169,0,0,0,0,570.0,140000000000.0,7855.15,14.74952984
2000,Indonesia,Canada,12878,375,39380.0,1.485394095,81.89038351,0,4,8,25,211513823,0,0,0,0,580.0,165000000000.0,8421.775,14.87963009
2006,Indonesia,Canada,12878,336,42908.0,1.134344726,93.68918145,0,4,8,22,229318262,0,0,0,0,1380.0,365000000000.0,9159.316667,17.31292915
2016,Indonesia,United Kingdom,11758,3164,44466.0,0.740634464,112.0769373,3,8,21,37,261554226,0,0,0,0,3400.0,932000000000.0,13308.3268,30.25484
2015,Indonesia,United Kingdom,11758,2761,44126.0,0.654545479,110.9580174,3,9,21,37,258383256,0,0,0,0,3430.0,861000000000.0,13389.41294,29.27643
2014,Indonesia,United Kingdom,11758,2164,43782.0,0.607729627,110.5511374,3,8,20,38,255129004,0,0,0,0,3620.0,891000000000.0,11865.2113,29.56034088
2013,Indonesia,United Kingdom,11758,1650,44141.0,0.639660578,108.9698539,2,9,19,37,251806402,0,0,0,0,3730.0,913000000000.0,10461.24,29.46726036
2012,Indonesia,United Kingdom,11758,1442,44007.0,0.633046989,106.5285741,2,9,19,38,248452413,0,0,0,0,3580.0,918000000000.0,9386.629167,28.69833946
2011,Indonesia,United Kingdom,11758,1267,44376.0,0.624140836,103.8561124,3,10,19,37,245116206,0,0,0,0,3010.0,893000000000.0,8770.433333,24.77696991
1999,Indonesia,United Kingdom,11758,1173,41818.0,0.618056845,80.51599778,1,13,20,44,208615169,0,0,0,0,570.0,140000000000.0,7855.15,14.74952984
2006,Indonesia,United Kingdom,11758,1154,44590.0,0.543486667,90.28111707,2,11,22,43,229318262,0,0,0,0,1380.0,365000000000.0,9159.316667,17.31292915
2005,Indonesia,United Kingdom,11758,1150,43597.0,0.549998333,88.11725541,2,11,19,40,226289470,0,0,0,0,1220.0,286000000000.0,9704.741667,17.25584984
2010,Indonesia,United Kingdom,11758,1137,45527.0,0.647179346,100.0,2,11,19,38,241834215,0,0,0,0,2530.0,755000000000.0,9090.433333,23.03973961
2004,Indonesia,United Kingdom,11758,1107,43663.0,0.54618,86.31403736,2,11,18,42,223285676,0,0,0,0,1080.0,257000000000.0,8938.85,16.6164608
2007,Indonesia,United Kingdom,11758,1092,45882.0,0.499771667,92.43573146,2,11,23,42,232374245,0,0,0,0,1600.0,432000000000.0,9141.0,17.76985931
